DEBUG:matplotlib.pyplot:Loaded backend module://matplotlib_inline.backend_inline version unknown.
DEBUG:matplotlib.pyplot:Loaded backend module://matplotlib_inline.backend_inline version unknown.
DEBUG:matplotlib.font_manager:findfont: Matching sans\-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=10.0.
DEBUG:matplotlib.font_manager:findfont: score(FontEntry(fname='C:\\Users\\astro\\anaconda3\\envs\\ae2\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizOneSymBol.ttf', name='STIXSizeOneSym', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
DEBUG:numba.core.ssa:on stmt: return $458return_value.1
DEBUG:numba.core.ssa:Replaced assignments: defaultdict(<class 'list'>,
            {238: [<numba.core.ir.Assign object at 0x0000023E4367CAF0>],
             396: [<numba.core.ir.Assign object at 0x0000023E436A4190>]})
DEBUG:numba.core.ssa:==== SSA block rewrite pass on 0
DEBUG:numba.core.ssa:Running <numba.core.ssa._FixSSAVars object at 0x0000023E43607C10>
DEBUG:numba.core.ssa:on stmt: x = arg(0, name=x)
DEBUG:numba.core.ssa:on stmt: y = arg(1, name=y)
DEBUG:numba.core.ssa:on stmt: sample_ratio = arg(2, name=sample_ratio)
DEBUG:numba.core.ssa:on stmt: interp_win = arg(3, name=interp_win)
DEBUG:numba.core.ssa:on stmt: interp_delta = arg(4, name=interp_delta)
DEBUG:numba.core.ssa:on stmt: num_table = arg(5, name=num_table)
DEBUG:numba.core.ssa:on stmt: $2load_global.0 = global(min: <built-in function min>)
DEBUG:numba.core.ssa:on stmt: $const4.1 = const(float, 1.0)
DEBUG:numba.core.ssa:on stmt: scale = call $2load_global.0($const4.1, sample_ratio, func=$2load_global.0, args=[Var($const4.1, interpn.py:10), Var(sample_ratio, interpn.py:10)], kws=(), vararg=None, target=None)
DEBUG:numba.core.ssa:on stmt: $const12.4 = const(float, 1.0)
DEBUG:numba.core.ssa:on stmt: time_increment = $const12.4 / sample_ratio
DEBUG:numba.core.ssa:on stmt: $20load_global.7 = global(int: <class 'int'>)
DEBUG:numba.core.ssa:on stmt: $26binary_multiply.10 = scale * num_table
DEBUG:numba.core.ssa:on stmt: index_step = call $20load_global.7($26binary_multiply.10, func=$20load_global.7, args=[Var($26binary_multiply.10, interpn.py:12)], kws=(), vararg=None, target=None)
DEBUG:numba.core.ssa:on stmt: time_register = const(float, 0.0)
DEBUG:numba.core.ssa:on stmt: n = const(int, 0)
DEBUG:numba.core.ssa:on stmt: frac = const(float, 0.0)
DEBUG:numba.core.ssa:on stmt: index_frac = const(float, 0.0)
DEBUG:numba.core.ssa:on stmt: offset = const(int, 0)
DEBUG:numba.core.ssa:on stmt: eta = const(float, 0.0)
DEBUG:numba.core.ssa:on stmt: weight = const(float, 0.0)
DEBUG:numba.core.ssa:on stmt: $62load_attr.20 = getattr(value=interp_win, attr=shape)
DEBUG:numba.core.ssa:on stmt: $const64.21 = const(int, 0)
DEBUG:numba.core.ssa:on stmt: nwin = static_getitem(value=$62load_attr.20, index=0, index_var=$const64.21, fn=<built-in function getitem>)
DEBUG:numba.core.ssa:on stmt: $72load_attr.24 = getattr(value=x, attr=shape)
DEBUG:numba.core.ssa:on stmt: $const74.25 = const(int, 0)
DEBUG:numba.core.ssa:on stmt: n_orig = static_getitem(value=$72load_attr.24, index=0, index_var=$const74.25, fn=<built-in function getitem>)
DEBUG:numba.core.ssa:on stmt: $82load_attr.28 = getattr(value=y, attr=shape)
DEBUG:numba.core.ssa:on stmt: $const84.29 = const(int, 0)
DEBUG:numba.core.ssa:on stmt: n_out = static_getitem(value=$82load_attr.28, index=0, index_var=$const84.29, fn=<built-in function getitem>)
DEBUG:numba.core.ssa:on stmt: $92load_attr.32 = getattr(value=y, attr=shape)
DEBUG:numba.core.ssa:on stmt: $const94.33 = const(int, 1)
DEBUG:numba.core.ssa:on stmt: n_channels = static_getitem(value=$92load_attr.32, index=1, index_var=$const94.33, fn=<built-in function getitem>)
DEBUG:numba.core.ssa:on stmt: $100load_global.35 = global(range: <class 'range'>)
DEBUG:numba.core.ssa:on stmt: $104call_function.37 = call $100load_global.35(n_out, func=$100load_global.35, args=[Var(n_out, interpn.py:24)], kws=(), vararg=None, target=None)
DEBUG:numba.core.ssa:on stmt: $106get_iter.38 = getiter(value=$104call_function.37)
DEBUG:numba.core.ssa:on stmt: $phi108.0 = $106get_iter.38
DEBUG:numba.core.ssa:on stmt: jump 108
DEBUG:numba.core.ssa:==== SSA block rewrite pass on 108
DEBUG:numba.core.ssa:Running <numba.core.ssa._FixSSAVars object at 0x0000023E43607C10>
DEBUG:numba.core.ssa:on stmt: time_register.2 = phi(incoming_values=[Var(time_register, interpn.py:13), Var(time_register.1, interpn.py:67)], incoming_blocks=[0, 446])
DEBUG:numba.core.ssa:on stmt: $108for_iter.1 = iternext(value=$phi108.0)
DEBUG:numba.core.ssa:on stmt: $108for_iter.2 = pair_first(value=$108for_iter.1)
DEBUG:numba.core.ssa:on stmt: $108for_iter.3 = pair_second(value=$108for_iter.1)
DEBUG:numba.core.ssa:on stmt: $phi112.1 = $108for_iter.2
DEBUG:numba.core.ssa:on stmt: branch $108for_iter.3, 112, 456
DEBUG:numba.core.ssa:==== SSA block rewrite pass on 112
DEBUG:numba.core.ssa:Running <numba.core.ssa._FixSSAVars object at 0x0000023E43607C10>
DEBUG:numba.core.ssa:on stmt: t = $phi112.1
DEBUG:numba.core.ssa:on stmt: $114load_global.2 = global(int: <class 'int'>)
DEBUG:numba.core.ssa:on stmt: n.1 = call $114load_global.2(time_register.2, func=$114load_global.2, args=[Var(time_register.2, interpn.py:27)], kws=(), vararg=None, target=None)
DEBUG:numba.core.ssa:on stmt: $128binary_subtract.8 = time_register.2 - n.1
DEBUG:numba.core.ssa:on stmt: frac = scale * $128binary_subtract.8
DEBUG:numba.core.ssa:on stmt: index_frac.1 = frac * num_table
DEBUG:numba.core.ssa:on stmt: $142load_global.13 = global(int: <class 'int'>)
DEBUG:numba.core.ssa:on stmt: offset.1 = call $142load_global.13(index_frac.1, func=$142load_global.13, args=[Var(index_frac.1, interpn.py:35)], kws=(), vararg=None, target=None)
DEBUG:numba.core.ssa:on stmt: eta = index_frac.1 - offset.1
DEBUG:numba.core.ssa:on stmt: $158load_global.19 = global(min: <built-in function min>)
DEBUG:numba.core.ssa:on stmt: $const162.21 = const(int, 1)
DEBUG:numba.core.ssa:on stmt: $164binary_add.22 = n.1 + $const162.21
DEBUG:numba.core.ssa:on stmt: $170binary_subtract.25 = nwin - offset.1
DEBUG:numba.core.ssa:on stmt: $174binary_floor_divide.27 = $170binary_subtract.25 // index_step
DEBUG:numba.core.ssa:on stmt: i_max = call $158load_global.19($164binary_add.22, $174binary_floor_divide.27, func=$158load_global.19, args=[Var($164binary_add.22, interpn.py:42), Var($174binary_floor_divide.27, interpn.py:42)], kws=(), vararg=None, target=None)
DEBUG:numba.core.ssa:on stmt: $180load_global.29 = global(range: <class 'range'>)
DEBUG:numba.core.ssa:on stmt: $184call_function.31 = call $180load_global.29(i_max, func=$180load_global.29, args=[Var(i_max, interpn.py:42)], kws=(), vararg=None, target=None)
DEBUG:numba.core.ssa:on stmt: $186get_iter.32 = getiter(value=$184call_function.31)
DEBUG:numba.core.ssa:on stmt: $phi188.1 = $186get_iter.32
DEBUG:numba.core.ssa:on stmt: jump 188
DEBUG:numba.core.ssa:==== SSA block rewrite pass on 188
DEBUG:numba.core.ssa:Running <numba.core.ssa._FixSSAVars object at 0x0000023E43607C10>
DEBUG:numba.core.ssa:on stmt: $188for_iter.2 = iternext(value=$phi188.1)
DEBUG:numba.core.ssa:on stmt: $188for_iter.3 = pair_first(value=$188for_iter.2)
DEBUG:numba.core.ssa:on stmt: $188for_iter.4 = pair_second(value=$188for_iter.2)
DEBUG:numba.core.ssa:on stmt: $phi190.2 = $188for_iter.3
DEBUG:numba.core.ssa:on stmt: branch $188for_iter.4, 190, 280
DEBUG:numba.core.ssa:==== SSA block rewrite pass on 190
DEBUG:numba.core.ssa:Running <numba.core.ssa._FixSSAVars object at 0x0000023E43607C10>
DEBUG:numba.core.ssa:on stmt: i = $phi190.2
DEBUG:numba.core.ssa:on stmt: $200binary_multiply.7 = i * index_step
DEBUG:numba.core.ssa:on stmt: $202binary_add.8 = offset.1 + $200binary_multiply.7
DEBUG:numba.core.ssa:on stmt: $204binary_subscr.9 = getitem(value=interp_win, index=$202binary_add.8, fn=<built-in function getitem>)
DEBUG:numba.core.ssa:on stmt: $216binary_multiply.15 = i * index_step
DEBUG:numba.core.ssa:on stmt: $218binary_add.16 = offset.1 + $216binary_multiply.15
DEBUG:numba.core.ssa:on stmt: $220binary_subscr.17 = getitem(value=interp_delta, index=$218binary_add.16, fn=<built-in function getitem>)
DEBUG:numba.core.ssa:on stmt: $222binary_multiply.18 = eta * $220binary_subscr.17
DEBUG:numba.core.ssa:on stmt: weight = $204binary_subscr.9 + $222binary_multiply.18
DEBUG:numba.core.ssa:on stmt: $228load_global.20 = global(range: <class 'range'>)
DEBUG:numba.core.ssa:on stmt: $232call_function.22 = call $228load_global.20(n_channels, func=$228load_global.20, args=[Var(n_channels, interpn.py:25)], kws=(), vararg=None, target=None)
DEBUG:numba.core.ssa:on stmt: $234get_iter.23 = getiter(value=$232call_function.22)
DEBUG:numba.core.ssa:on stmt: $phi236.2 = $234get_iter.23
DEBUG:numba.core.ssa:on stmt: jump 236
DEBUG:numba.core.ssa:==== SSA block rewrite pass on 236
DEBUG:numba.core.ssa:Running <numba.core.ssa._FixSSAVars object at 0x0000023E43607C10>
DEBUG:numba.core.ssa:on stmt: $236for_iter.3 = iternext(value=$phi236.2)
DEBUG:numba.core.ssa:on stmt: $236for_iter.4 = pair_first(value=$236for_iter.3)
DEBUG:numba.core.ssa:on stmt: $236for_iter.5 = pair_second(value=$236for_iter.3)
DEBUG:numba.core.ssa:on stmt: $phi238.3 = $236for_iter.4
DEBUG:numba.core.ssa:on stmt: branch $236for_iter.5, 238, 278
DEBUG:numba.core.ssa:==== SSA block rewrite pass on 238
DEBUG:numba.core.ssa:Running <numba.core.ssa._FixSSAVars object at 0x0000023E43607C10>
DEBUG:numba.core.ssa:on stmt: j = $phi238.3
DEBUG:numba.core.ssa:on stmt: $246build_tuple.7 = build_tuple(items=[Var(t, interpn.py:27), Var(j, interpn.py:46)])
DEBUG:numba.core.ssa:find_def var='j' stmt=$246build_tuple.7 = build_tuple(items=[Var(t, interpn.py:27), Var(j, interpn.py:46)])
DEBUG:numba.core.ssa:on stmt: $250binary_subscr.10 = getitem(value=y, index=$246build_tuple.7, fn=<built-in function getitem>)
DEBUG:numba.core.ssa:on stmt: $260binary_subtract.15 = n.1 - i
DEBUG:numba.core.ssa:on stmt: $264build_tuple.17 = build_tuple(items=[Var($260binary_subtract.15, interpn.py:47), Var(j, interpn.py:46)])
DEBUG:numba.core.ssa:find_def var='j' stmt=$264build_tuple.17 = build_tuple(items=[Var($260binary_subtract.15, interpn.py:47), Var(j, interpn.py:46)])
DEBUG:numba.core.ssa:on stmt: $266binary_subscr.18 = getitem(value=x, index=$264build_tuple.17, fn=<built-in function getitem>)
DEBUG:numba.core.ssa:on stmt: $268binary_multiply.19 = weight * $266binary_subscr.18
DEBUG:numba.core.ssa:on stmt: $270inplace_add.20 = inplace_binop(fn=<built-in function iadd>, immutable_fn=<built-in function add>, lhs=$250binary_subscr.10, rhs=$268binary_multiply.19, static_lhs=Undefined, static_rhs=Undefined)
DEBUG:numba.core.ssa:on stmt: y[$246build_tuple.7] = $270inplace_add.20
DEBUG:numba.core.ssa:on stmt: jump 236
DEBUG:numba.core.ssa:==== SSA block rewrite pass on 278
DEBUG:numba.core.ssa:Running <numba.core.ssa._FixSSAVars object at 0x0000023E43607C10>
DEBUG:numba.core.ssa:on stmt: jump 188
DEBUG:numba.core.ssa:==== SSA block rewrite pass on 280
DEBUG:numba.core.ssa:Running <numba.core.ssa._FixSSAVars object at 0x0000023E43607C10>
DEBUG:numba.core.ssa:on stmt: $284binary_subtract.3 = scale - frac
DEBUG:numba.core.ssa:on stmt: frac = $284binary_subtract.3
DEBUG:numba.core.ssa:on stmt: index_frac.2 = frac * num_table
DEBUG:numba.core.ssa:on stmt: $296load_global.7 = global(int: <class 'int'>)
DEBUG:numba.core.ssa:on stmt: offset.2 = call $296load_global.7(index_frac.2, func=$296load_global.7, args=[Var(index_frac.2, interpn.py:53)], kws=(), vararg=None, target=None)
DEBUG:numba.core.ssa:on stmt: eta = index_frac.2 - offset.2
DEBUG:numba.core.ssa:on stmt: $312load_global.13 = global(min: <built-in function min>)
DEBUG:numba.core.ssa:on stmt: $318binary_subtract.16 = n_orig - n.1
DEBUG:numba.core.ssa:on stmt: $const320.17 = const(int, 1)
DEBUG:numba.core.ssa:on stmt: $322binary_subtract.18 = $318binary_subtract.16 - $const320.17
DEBUG:numba.core.ssa:on stmt: $328binary_subtract.21 = nwin - offset.2
DEBUG:numba.core.ssa:on stmt: $332binary_floor_divide.23 = $328binary_subtract.21 // index_step
DEBUG:numba.core.ssa:on stmt: k_max = call $312load_global.13($322binary_subtract.18, $332binary_floor_divide.23, func=$312load_global.13, args=[Var($322binary_subtract.18, interpn.py:60), Var($332binary_floor_divide.23, interpn.py:60)], kws=(), vararg=None, target=None)
DEBUG:numba.core.ssa:on stmt: $338load_global.25 = global(range: <class 'range'>)
DEBUG:numba.core.ssa:on stmt: $342call_function.27 = call $338load_global.25(k_max, func=$338load_global.25, args=[Var(k_max, interpn.py:60)], kws=(), vararg=None, target=None)
DEBUG:numba.core.ssa:on stmt: $344get_iter.28 = getiter(value=$342call_function.27)
DEBUG:numba.core.ssa:on stmt: $phi346.1 = $344get_iter.28
DEBUG:numba.core.ssa:on stmt: jump 346
DEBUG:numba.core.ssa:==== SSA block rewrite pass on 346
DEBUG:numba.core.ssa:Running <numba.core.ssa._FixSSAVars object at 0x0000023E43607C10>
DEBUG:numba.core.ssa:on stmt: $346for_iter.2 = iternext(value=$phi346.1)
DEBUG:numba.core.ssa:on stmt: $346for_iter.3 = pair_first(value=$346for_iter.2)
DEBUG:numba.core.ssa:on stmt: $346for_iter.4 = pair_second(value=$346for_iter.2)
DEBUG:numba.core.ssa:on stmt: $phi348.2 = $346for_iter.3
DEBUG:numba.core.ssa:on stmt: branch $346for_iter.4, 348, 446
DEBUG:numba.core.ssa:==== SSA block rewrite pass on 348
DEBUG:numba.core.ssa:Running <numba.core.ssa._FixSSAVars object at 0x0000023E43607C10>
DEBUG:numba.core.ssa:on stmt: k = $phi348.2
DEBUG:numba.core.ssa:on stmt: $358binary_multiply.7 = k * index_step
DEBUG:numba.core.ssa:on stmt: $360binary_add.8 = offset.2 + $358binary_multiply.7
DEBUG:numba.core.ssa:on stmt: $362binary_subscr.9 = getitem(value=interp_win, index=$360binary_add.8, fn=<built-in function getitem>)
DEBUG:numba.core.ssa:on stmt: $374binary_multiply.15 = k * index_step
DEBUG:numba.core.ssa:on stmt: $376binary_add.16 = offset.2 + $374binary_multiply.15
DEBUG:numba.core.ssa:on stmt: $378binary_subscr.17 = getitem(value=interp_delta, index=$376binary_add.16, fn=<built-in function getitem>)
DEBUG:numba.core.ssa:on stmt: $380binary_multiply.18 = eta * $378binary_subscr.17
DEBUG:numba.core.ssa:on stmt: weight = $362binary_subscr.9 + $380binary_multiply.18
DEBUG:numba.core.ssa:on stmt: $386load_global.20 = global(range: <class 'range'>)
DEBUG:numba.core.ssa:on stmt: $390call_function.22 = call $386load_global.20(n_channels, func=$386load_global.20, args=[Var(n_channels, interpn.py:25)], kws=(), vararg=None, target=None)
DEBUG:numba.core.ssa:on stmt: $392get_iter.23 = getiter(value=$390call_function.22)
DEBUG:numba.core.ssa:on stmt: $phi394.2 = $392get_iter.23
DEBUG:numba.core.ssa:on stmt: jump 394
DEBUG:numba.core.ssa:==== SSA block rewrite pass on 394
DEBUG:numba.core.ssa:Running <numba.core.ssa._FixSSAVars object at 0x0000023E43607C10>
DEBUG:numba.core.ssa:on stmt: $394for_iter.3 = iternext(value=$phi394.2)
DEBUG:numba.core.ssa:on stmt: $394for_iter.4 = pair_first(value=$394for_iter.3)
DEBUG:numba.core.ssa:on stmt: $394for_iter.5 = pair_second(value=$394for_iter.3)
DEBUG:numba.core.ssa:on stmt: $phi396.3 = $394for_iter.4
DEBUG:numba.core.ssa:on stmt: branch $394for_iter.5, 396, 442
DEBUG:numba.core.ssa:==== SSA block rewrite pass on 396
DEBUG:numba.core.ssa:Running <numba.core.ssa._FixSSAVars object at 0x0000023E43607C10>
DEBUG:numba.core.ssa:on stmt: j.1 = $phi396.3
DEBUG:numba.core.ssa:on stmt: $404build_tuple.7 = build_tuple(items=[Var(t, interpn.py:27), Var(j, interpn.py:46)])
DEBUG:numba.core.ssa:find_def var='j' stmt=$404build_tuple.7 = build_tuple(items=[Var(t, interpn.py:27), Var(j, interpn.py:46)])
DEBUG:numba.core.ssa:replaced with: $404build_tuple.7 = build_tuple(items=[Var(t, interpn.py:27), Var(j.1, interpn.py:63)])
DEBUG:numba.core.ssa:on stmt: $408binary_subscr.10 = getitem(value=y, index=$404build_tuple.7, fn=<built-in function getitem>)
DEBUG:numba.core.ssa:on stmt: $418binary_add.15 = n.1 + k
DEBUG:numba.core.ssa:on stmt: $const420.16 = const(int, 1)
DEBUG:numba.core.ssa:on stmt: $422binary_add.17 = $418binary_add.15 + $const420.16
DEBUG:numba.core.ssa:on stmt: $426build_tuple.19 = build_tuple(items=[Var($422binary_add.17, interpn.py:64), Var(j, interpn.py:46)])
DEBUG:numba.core.ssa:find_def var='j' stmt=$426build_tuple.19 = build_tuple(items=[Var($422binary_add.17, interpn.py:64), Var(j, interpn.py:46)])
DEBUG:numba.core.ssa:replaced with: $426build_tuple.19 = build_tuple(items=[Var($422binary_add.17, interpn.py:64), Var(j.1, interpn.py:63)])
DEBUG:numba.core.ssa:on stmt: $428binary_subscr.20 = getitem(value=x, index=$426build_tuple.19, fn=<built-in function getitem>)
DEBUG:numba.core.ssa:on stmt: $430binary_multiply.21 = weight * $428binary_subscr.20
DEBUG:numba.core.ssa:on stmt: $432inplace_add.22 = inplace_binop(fn=<built-in function iadd>, immutable_fn=<built-in function add>, lhs=$408binary_subscr.10, rhs=$430binary_multiply.21, static_lhs=Undefined, static_rhs=Undefined)
DEBUG:numba.core.ssa:on stmt: y[$404build_tuple.7] = $432inplace_add.22
DEBUG:numba.core.ssa:on stmt: jump 394
DEBUG:numba.core.ssa:==== SSA block rewrite pass on 442
DEBUG:numba.core.ssa:Running <numba.core.ssa._FixSSAVars object at 0x0000023E43607C10>
DEBUG:numba.core.ssa:on stmt: jump 346
DEBUG:numba.core.ssa:==== SSA block rewrite pass on 446
DEBUG:numba.core.ssa:Running <numba.core.ssa._FixSSAVars object at 0x0000023E43607C10>
DEBUG:numba.core.ssa:on stmt: $450inplace_add.3 = inplace_binop(fn=<built-in function iadd>, immutable_fn=<built-in function add>, lhs=time_register.2, rhs=time_increment, static_lhs=Undefined, static_rhs=Undefined)
DEBUG:numba.core.ssa:on stmt: time_register.1 = $450inplace_add.3
DEBUG:numba.core.ssa:on stmt: jump 108
DEBUG:numba.core.ssa:==== SSA block rewrite pass on 456
DEBUG:numba.core.ssa:Running <numba.core.ssa._FixSSAVars object at 0x0000023E43607C10>
DEBUG:numba.core.ssa:on stmt: $const456.0 = const(NoneType, None)
DEBUG:numba.core.ssa:on stmt: $458return_value.1 = cast(value=$const456.0)
DEBUG:numba.core.ssa:on stmt: return $458return_value.1
DEBUG:numba.core.ssa:Fix SSA violator on var eta
DEBUG:numba.core.ssa:==== SSA block rewrite pass on 0
DEBUG:numba.core.ssa:Running <numba.core.ssa._FreshVarHandler object at 0x0000023E436A14F0>
DEBUG:numba.core.ssa:on stmt: x = arg(0, name=x)
DEBUG:numba.core.ssa:on stmt: y = arg(1, name=y)
DEBUG:numba.core.ssa:on stmt: sample_ratio = arg(2, name=sample_ratio)
DEBUG:numba.core.ssa:on stmt: interp_win = arg(3, name=interp_win)
DEBUG:numba.core.ssa:on stmt: interp_delta = arg(4, name=interp_delta)
DEBUG:numba.core.ssa:on stmt: num_table = arg(5, name=num_table)
DEBUG:numba.core.ssa:on stmt: $2load_global.0 = global(min: <built-in function min>)
DEBUG:numba.core.ssa:on stmt: $const4.1 = const(float, 1.0)
DEBUG:numba.core.ssa:on stmt: scale = call $2load_global.0($const4.1, sample_ratio, func=$2load_global.0, args=[Var($const4.1, interpn.py:10), Var(sample_ratio, interpn.py:10)], kws=(), vararg=None, target=None)
DEBUG:numba.core.ssa:on stmt: $const12.4 = const(float, 1.0)
DEBUG:numba.core.ssa:on stmt: time_increment = $const12.4 / sample_ratio
DEBUG:numba.core.ssa:on stmt: $20load_global.7 = global(int: <class 'int'>)
DEBUG:numba.core.ssa:on stmt: $26binary_multiply.10 = scale * num_table
DEBUG:numba.core.ssa:on stmt: index_step = call $20load_global.7($26binary_multiply.10, func=$20load_global.7, args=[Var($26binary_multiply.10, interpn.py:12)], kws=(), vararg=None, target=None)
DEBUG:numba.core.ssa:on stmt: time_register = const(float, 0.0)
DEBUG:numba.core.ssa:on stmt: n = const(int, 0)
DEBUG:numba.core.ssa:on stmt: frac = const(float, 0.0)
DEBUG:numba.core.ssa:on stmt: index_frac = const(float, 0.0)
DEBUG:numba.core.ssa:on stmt: offset = const(int, 0)
DEBUG:numba.core.ssa:on stmt: eta = const(float, 0.0)
DEBUG:numba.core.ssa:first assign: eta
DEBUG:numba.core.ssa:replaced with: eta = const(float, 0.0)
DEBUG:numba.core.ssa:on stmt: weight = const(float, 0.0)
DEBUG:numba.core.ssa:on stmt: $62load_attr.20 = getattr(value=interp_win, attr=shape)
DEBUG:numba.core.ssa:on stmt: $const64.21 = const(int, 0)
DEBUG:numba.core.ssa:on stmt: nwin = static_getitem(value=$62load_attr.20, index=0, index_var=$const64.21, fn=<built-in function getitem>)
DEBUG:numba.core.ssa:on stmt: $72load_attr.24 = getattr(value=x, attr=shape)
DEBUG:numba.core.ssa:on stmt: $const74.25 = const(int, 0)
DEBUG:numba.core.ssa:on stmt: n_orig = static_getitem(value=$72load_attr.24, index=0, index_var=$const74.25, fn=<built-in function getitem>)
DEBUG:numba.core.ssa:on stmt: $82load_attr.28 = getattr(value=y, attr=shape)
DEBUG:numba.core.ssa:on stmt: $const84.29 = const(int, 0)
DEBUG:numba.core.ssa:on stmt: n_out = static_getitem(value=$82load_attr.28, index=0, index_var=$const84.29, fn=<built-in function getitem>)
DEBUG:numba.core.ssa:on stmt: $92load_attr.32 = getattr(value=y, attr=shape)
DEBUG:numba.core.ssa:on stmt: $const94.33 = const(int, 1)
DEBUG:numba.core.ssa:on stmt: n_channels = static_getitem(value=$92load_attr.32, index=1, index_var=$const94.33, fn=<built-in function getitem>)
DEBUG:numba.core.ssa:on stmt: $100load_global.35 = global(range: <class 'range'>)
DEBUG:numba.core.ssa:on stmt: $104call_function.37 = call $100load_global.35(n_out, func=$100load_global.35, args=[Var(n_out, interpn.py:24)], kws=(), vararg=None, target=None)
DEBUG:numba.core.ssa:on stmt: $106get_iter.38 = getiter(value=$104call_function.37)
DEBUG:numba.core.ssa:on stmt: $phi108.0 = $106get_iter.38
DEBUG:numba.core.ssa:on stmt: jump 108
DEBUG:numba.core.ssa:==== SSA block rewrite pass on 108
DEBUG:numba.core.ssa:Running <numba.core.ssa._FreshVarHandler object at 0x0000023E436A14F0>
DEBUG:numba.core.ssa:on stmt: time_register.2 = phi(incoming_values=[Var(time_register, interpn.py:13), Var(time_register.1, interpn.py:67)], incoming_blocks=[0, 446])
DEBUG:numba.core.ssa:on stmt: $108for_iter.1 = iternext(value=$phi108.0)
DEBUG:numba.core.ssa:on stmt: $108for_iter.2 = pair_first(value=$108for_iter.1)
DEBUG:numba.core.ssa:on stmt: $108for_iter.3 = pair_second(value=$108for_iter.1)
DEBUG:numba.core.ssa:on stmt: $phi112.1 = $108for_iter.2
DEBUG:numba.core.ssa:on stmt: branch $108for_iter.3, 112, 456
DEBUG:numba.core.ssa:==== SSA block rewrite pass on 112
DEBUG:numba.core.ssa:Running <numba.core.ssa._FreshVarHandler object at 0x0000023E436A14F0>
DEBUG:numba.core.ssa:on stmt: t = $phi112.1
DEBUG:numba.core.ssa:on stmt: $114load_global.2 = global(int: <class 'int'>)
DEBUG:numba.core.ssa:on stmt: n.1 = call $114load_global.2(time_register.2, func=$114load_global.2, args=[Var(time_register.2, interpn.py:27)], kws=(), vararg=None, target=None)
DEBUG:numba.core.ssa:on stmt: $128binary_subtract.8 = time_register.2 - n.1
DEBUG:numba.core.ssa:on stmt: frac = scale * $128binary_subtract.8
DEBUG:numba.core.ssa:on stmt: index_frac.1 = frac * num_table
DEBUG:numba.core.ssa:on stmt: $142load_global.13 = global(int: <class 'int'>)
DEBUG:numba.core.ssa:on stmt: offset.1 = call $142load_global.13(index_frac.1, func=$142load_global.13, args=[Var(index_frac.1, interpn.py:35)], kws=(), vararg=None, target=None)
DEBUG:numba.core.ssa:on stmt: eta = index_frac.1 - offset.1
DEBUG:numba.core.ssa:replaced with: eta.1 = index_frac.1 - offset.1
DEBUG:numba.core.ssa:on stmt: $158load_global.19 = global(min: <built-in function min>)
DEBUG:numba.core.ssa:on stmt: $const162.21 = const(int, 1)
DEBUG:numba.core.ssa:on stmt: $164binary_add.22 = n.1 + $const162.21
DEBUG:numba.core.ssa:on stmt: $170binary_subtract.25 = nwin - offset.1
DEBUG:numba.core.ssa:on stmt: $174binary_floor_divide.27 = $170binary_subtract.25 // index_step
DEBUG:numba.core.ssa:on stmt: i_max = call $158load_global.19($164binary_add.22, $174binary_floor_divide.27, func=$158load_global.19, args=[Var($164binary_add.22, interpn.py:42), Var($174binary_floor_divide.27, interpn.py:42)], kws=(), vararg=None, target=None)
DEBUG:numba.core.ssa:on stmt: $180load_global.29 = global(range: <class 'range'>)
DEBUG:numba.core.ssa:on stmt: $184call_function.31 = call $180load_global.29(i_max, func=$180load_global.29, args=[Var(i_max, interpn.py:42)], kws=(), vararg=None, target=None)
DEBUG:numba.core.ssa:on stmt: $186get_iter.32 = getiter(value=$184call_function.31)
DEBUG:numba.core.ssa:on stmt: $phi188.1 = $186get_iter.32
DEBUG:numba.core.ssa:on stmt: jump 188
DEBUG:numba.core.ssa:==== SSA block rewrite pass on 188
DEBUG:numba.core.ssa:Running <numba.core.ssa._FreshVarHandler object at 0x0000023E436A14F0>
DEBUG:numba.core.ssa:on stmt: $188for_iter.2 = iternext(value=$phi188.1)
DEBUG:numba.core.ssa:on stmt: $188for_iter.3 = pair_first(value=$188for_iter.2)
DEBUG:numba.core.ssa:on stmt: $188for_iter.4 = pair_second(value=$188for_iter.2)
DEBUG:numba.core.ssa:on stmt: $phi190.2 = $188for_iter.3
DEBUG:numba.core.ssa:on stmt: branch $188for_iter.4, 190, 280
DEBUG:numba.core.ssa:==== SSA block rewrite pass on 190
DEBUG:numba.core.ssa:Running <numba.core.ssa._FreshVarHandler object at 0x0000023E436A14F0>
DEBUG:numba.core.ssa:on stmt: i = $phi190.2
DEBUG:numba.core.ssa:on stmt: $200binary_multiply.7 = i * index_step
DEBUG:numba.core.ssa:on stmt: $202binary_add.8 = offset.1 + $200binary_multiply.7
DEBUG:numba.core.ssa:on stmt: $204binary_subscr.9 = getitem(value=interp_win, index=$202binary_add.8, fn=<built-in function getitem>)
DEBUG:numba.core.ssa:on stmt: $216binary_multiply.15 = i * index_step
DEBUG:numba.core.ssa:on stmt: $218binary_add.16 = offset.1 + $216binary_multiply.15
DEBUG:numba.core.ssa:on stmt: $220binary_subscr.17 = getitem(value=interp_delta, index=$218binary_add.16, fn=<built-in function getitem>)
